	1B	1N	2B	2N	3B	3N	4B	4N	5B	5N	6B	6N	7B	7N	8B	8N	
isogroup51075_g1	76	89	10	17	4	32	2	0	19	23	6	34	149	61	234	37	
isogroup51077_g1	2	1	0	0	1	1	1	0	2	2	0	2	4	1	4	2	
isogroup51079_g2	3	2	2	2	0	6	0	0	0	1	0	4	7	3	33	4	
isogroup51080_g1	111	274	45	34	22	96	13	0	43	119	20	218	234	256	486	186	
isogroup51086_g1	11	24	0	1	0	1	0	0	0	2	0	2	11	4	13	2	
isogroup51087_g1	6	11	2	0	1	3	0	0	4	2	3	2	15	10	58	5	
isogroup5108_g1	0	0	0	3	1	0	1	0	1	2	0	3	5	2	7	0	
isogroup51090_g1	58	46	18	11	15	33	4	0	10	21	7	32	88	43	247	45	
isogroup51091_g1	10	5	1	1	0	2	0	0	1	3	1	4	13	3	46	18	
isogroup51092_g1	0	2	2	1	0	2	0	0	1	0	1	4	0	0	5	1	
isogroup51093_g1	34	49	16	3	11	28	4	0	7	11	2	21	97	37	178	40	
isogroup51094_g1	21	47	6	6	2	10	4	0	4	10	2	18	39	19	114	28	
isogroup51095_g1	61	75	17	17	6	20	3	0	25	32	7	26	114	43	315	49	
isogroup51098_g1	234	334	121	127	80	179	27	1	99	170	43	242	479	210	1331	356	
isogroup51099_g1	171	293	166	123	67	196	34	0	107	136	45	226	362	270	1003	274	
isogroup51101_g1	1	4	4	5	0	1	0	0	3	1	0	4	13	6	20	2	
isogroup51102_g1	8	12	5	3	4	10	3	0	10	3	7	12	38	12	83	9	
isogroup51105_g1	5	10	1	0	0	0	1	0	0	0	0	4	7	5	19	3	
isogroup51106_g1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	5	0	
isogroup51107_g1	15	25	7	6	1	15	0	0	4	8	1	6	20	33	120	26	
isogroup51108_g1	2	5	6	8	3	3	2	0	3	5	2	13	12	0	31	3	
isogroup51108_g2	2	4	1	2	2	0	0	0	0	4	0	2	8	0	12	3	
isogroup5110_g1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	
isogroup51110_g1	12	29	8	1	2	10	2	0	2	6	2	4	7	6	21	7	
isogroup51110_g2	3	0	1	0	0	2	0	0	5	0	2	5	0	2	6	0	
isogroup51111_g1	1	1	0	0	0	1	0	0	0	4	0	2	2	2	7	0	
isogroup51112_g1	31	29	7	6	2	11	1	0	15	14	7	21	63	36	145	33	
isogroup51114_g1	0	2	1	0	0	3	0	1	2	1	0	0	2	3	4	3	
isogroup51115_g1	0	1	0	0	0	1	0	0	0	2	0	0	2	0	8	0	
isogroup51116_g1	3	4	3	3	2	1	1	0	5	2	1	4	7	4	18	7	
isogroup51117_g1	281	318	71	54	57	168	27	1	142	111	47	182	661	181	1360	299	
isogroup51119_g1	2	3	1	0	0	0	1	0	0	1	0	3	2	0	17	0	
isogroup51119_g2	11	13	2	3	2	5	5	0	4	5	1	8	28	13	61	18	
isogroup51120_g1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	
isogroup51121_g1	6	4	0	0	0	0	0	0	1	1	1	3	6	6	15	2	
isogroup51123_g1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	3	0	
isogroup51124_g1	85	58	16	10	8	15	7	0	10	25	13	39	124	48	209	51	
isogroup51126_g1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	2	
isogroup51129_g1	101	145	19	5	13	39	4	0	21	18	7	43	10	3	137	35	
isogroup51130_g2	3	1	0	0	0	0	0	0	1	0	0	0	9	5	6	1	
isogroup51133_g1	41	50	14	15	5	16	1	0	9	30	5	21	47	27	142	26	
isogroup51134_g1	4	6	6	0	0	7	1	0	3	12	0	2	5	9	5	0	
isogroup51137_g1	6	17	14	3	2	13	4	0	6	5	5	23	18	4	77	12	
isogroup51138_g2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	
isogroup51139_g2	10	15	6	3	1	4	0	0	3	8	0	14	12	10	35	17	
isogroup51140_g1	3	0	2	0	0	1	0	0	0	0	0	0	4	5	15	1	
isogroup51144_g1	70	101	16	13	15	42	11	0	47	37	15	69	256	74	601	100	
isogroup51145_g1	2	1	2	0	0	0	0	0	0	2	0	0	4	0	4	0	
isogroup51146_g1	12	22	8	12	9	11	3	0	1	9	4	7	29	6	81	26	
isogroup51147_g1	62	79	58	26	6	45	5	0	14	39	11	62	99	65	308	64	
isogroup51148_g1	1	3	6	4	2	6	0	1	1	1	0	6	4	2	35	7	
isogroup51151_g1	4	3	6	4	1	4	1	0	2	8	0	7	6	7	36	9	
isogroup51153_g1	62	65	20	10	18	46	4	0	23	21	11	70	135	51	272	58	
isogroup51155_g1	9	3	2	1	5	3	0	0	0	3	2	5	30	13	57	6	
isogroup51156_g1	6	15	14	7	7	11	2	0	6	7	1	11	39	11	95	19	
isogroup51159_g1	31	97	60	44	33	31	32	0	98	38	43	92	262	58	353	52	
isogroup51159_g2	323	466	93	108	47	163	15	0	111	84	28	222	902	447	1277	332	
isogroup51160_g2	24	27	6	11	3	4	1	0	8	13	4	23	30	13	87	18	
isogroup51160_g3	14	13	5	3	6	10	12	0	28	20	13	26	61	11	120	15	
isogroup51161_g1	71	104	30	40	16	57	9	1	38	41	14	114	178	115	514	110	
isogroup51164_g1	45	84	44	17	15	52	13	0	36	42	14	87	134	54	345	76	
isogroup51166_g1	17	21	1	0	1	1	1	0	4	0	2	13	1	7	45	17	
isogroup51170_g1	19	42	12	9	5	22	0	1	14	18	7	22	123	44	181	31	
isogroup51172_g1	29	29	6	4	3	16	0	0	4	11	1	19	37	13	200	31	
isogroup51173_g1	22	33	16	8	5	22	1	0	17	21	4	41	88	44	223	40	
isogroup51174_g1	5	7	1	3	2	9	1	0	12	7	1	6	9	1	75	21	
isogroup51175_g1	19	40	19	13	5	16	5	0	7	18	2	31	94	40	149	58	
isogroup51176_g1	557	815	441	229	158	514	59	0	259	221	138	583	745	418	2358	495	
isogroup51177_g1	25	34	2	4	3	11	2	0	3	7	1	5	77	19	201	24	
isogroup51180_g1	43	61	10	3	15	27	2	0	21	65	2	27	66	79	141	56	
isogroup51183_g1	10	6	8	1	1	10	0	0	3	3	2	6	10	9	68	9	
isogroup51184_g2	0	2	0	0	0	0	0	0	0	1	0	1	1	1	3	0	
isogroup51185_g1	7	21	5	4	1	10	1	0	5	8	4	14	33	8	59	8	
isogroup51186_g1	0	8	4	2	0	13	0	0	3	17	1	21	0	9	5	9	
isogroup51188_g1	0	0	0	1	2	0	1	0	2	1	0	3	9	0	21	4	
isogroup51188_g2	3	0	0	3	2	14	1	0	5	16	1	8	22	11	68	18	
isogroup51189_g1	56	76	39	21	21	61	0	0	33	60	10	89	97	64	304	90	
isogroup51191_g1	16	21	9	8	2	7	1	0	11	11	4	13	50	22	150	29	
isogroup51194_g1	5	5	3	2	3	18	1	0	3	2	0	16	16	2	19	3	
isogroup51196_g1	2	1	1	2	4	7	3	0	7	3	13	18	9	3	69	9	
isogroup51197_g1	3	0	0	3	1	2	2	0	0	4	0	8	31	5	29	9	
isogroup51198_g1	7	10	4	4	2	3	0	0	0	4	2	4	9	2	33	8	
isogroup51202_g1	19	81	22	11	14	24	3	0	14	35	3	40	96	64	226	63	
isogroup51202_g2	0	0	0	1	0	0	0	0	0	0	1	1	1	0	3	0	
isogroup51204_g1	29	48	18	8	5	9	2	0	15	7	5	30	56	30	145	35	
isogroup51205_g1	12	11	10	11	0	14	1	0	11	6	1	12	23	15	123	16	
isogroup51206_g1	30	43	9	4	4	10	1	0	9	13	1	24	64	35	166	30	
isogroup51206_g2	46	47	14	6	7	19	5	0	20	12	5	23	89	38	165	44	
isogroup51207_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	
isogroup51209_g1	10	11	6	0	5	5	5	0	4	8	2	5	16	4	60	6	
isogroup51210_g1	93	134	32	33	16	37	8	0	46	35	10	53	206	106	559	103	
isogroup51211_g1	29	46	27	18	8	39	6	0	19	36	8	72	95	36	182	43	
isogroup51212_g1	4	7	6	1	0	3	1	0	1	1	1	3	6	1	36	9	
isogroup51214_g1	8	19	5	2	3	11	0	0	6	11	3	8	11	9	25	5	
isogroup51215_g2	50	70	45	52	17	81	9	0	65	67	14	69	124	62	385	69	
isogroup51221_g1	14	18	3	4	3	7	3	0	3	16	8	20	28	13	131	33	
isogroup51224_g1	10	13	8	8	0	6	1	0	1	7	1	5	15	9	38	5	
isogroup51224_g2	13	10	5	2	2	5	0	0	3	5	1	8	26	12	44	7	
isogroup51227_g2	249	328	165	53	77	133	14	2	133	234	49	146	425	223	491	77	
isogroup51230_g1	0	0	1	0	1	0	1	0	0	0	1	2	1	0	6	0	
isogroup51231_g1	50	90	4	10	9	31	2	0	12	16	6	19	114	70	464	76	
isogroup51232_g1	122	142	68	43	23	34	6	0	30	52	7	90	153	97	344	87	
isogroup51235_g1	3	7	3	3	3	12	1	0	1	8	0	10	18	17	51	16	
isogroup51236_g2	3	5	0	1	2	0	0	0	0	1	0	1	4	5	25	7	
isogroup51238_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup51239_g2	282	371	9	3	34	47	8	0	37	87	15	94	61	20	315	101	
isogroup51241_g1	6	1	3	1	1	2	0	0	6	1	0	1	32	5	70	9	
isogroup51243_g1	16	15	7	11	2	0	1	0	4	10	2	8	17	8	58	11	
isogroup51244_g1	836	1245	354	164	222	468	87	1	334	556	136	753	1457	1031	3887	1113	
isogroup51245_g2	1	4	0	0	1	3	1	0	0	2	2	10	3	3	13	2	
isogroup51248_g1	13	25	7	4	2	12	5	0	8	10	2	8	53	9	89	15	
isogroup51249_g1	5	12	1	3	2	1	1	0	1	5	1	4	8	7	38	7	
isogroup51250_g1	23	37	9	6	3	34	10	0	8	6	9	37	65	32	167	35	
isogroup51251_g1	11	15	1	3	2	2	0	0	2	4	1	6	10	5	51	7	
isogroup51253_g1	9	6	10	0	0	3	1	0	3	1	4	2	3	3	9	1	
isogroup51255_g1	16	30	2	3	3	2	4	0	5	9	1	10	45	22	58	15	
isogroup51255_g2	1	1	1	1	1	1	0	0	5	1	1	2	2	0	16	0	
isogroup51257_g1	11	27	17	15	3	15	2	0	5	15	7	25	83	45	187	20	
isogroup51257_g2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	
isogroup51258_g1	62	62	28	25	20	35	18	0	37	31	32	32	140	60	285	79	
isogroup51259_g1	1	2	2	4	0	4	0	0	2	0	6	10	5	1	24	4	
isogroup51260_g2	0	1	0	0	0	0	0	0	0	0	0	2	4	1	7	0	
isogroup51261_g2	23	37	20	20	9	14	7	0	12	15	6	36	83	47	331	64	
isogroup51262_g1	0	1	0	0	2	0	0	0	0	0	0	2	2	0	1	1	
isogroup51262_g2	1	1	1	0	0	0	0	0	1	1	0	1	0	4	2	0	
isogroup51265_g1	9	31	2	3	5	10	0	0	2	5	3	10	25	17	67	14	
isogroup51268_g1	0	2	0	0	0	0	0	0	0	0	0	0	2	3	3	3	
isogroup51269_g1	6	7	2	6	4	12	2	1	2	5	1	12	29	14	52	12	
isogroup51271_g1	2	4	0	0	0	0	0	0	2	2	0	2	7	2	17	4	
isogroup51273_g1	24	22	20	13	2	13	2	0	5	13	0	10	18	4	79	16	
isogroup51274_g1	5	4	5	3	0	0	0	0	4	2	0	2	7	6	17	1	
isogroup51275_g1	33	26	15	6	4	12	4	0	8	19	3	33	53	28	84	10	
isogroup51277_g1	172	342	37	36	25	144	16	0	18	77	25	161	128	128	437	185	
isogroup51279_g1	12	23	3	6	4	12	3	0	9	10	5	14	25	19	85	11	
isogroup51280_g1	149	257	47	31	40	119	7	0	41	52	14	97	599	265	833	138	
isogroup51281_g1	24	25	8	15	6	13	3	1	3	12	2	28	30	20	219	41	
isogroup51283_g1	11	11	10	7	6	10	1	0	5	10	0	10	21	5	51	8	
isogroup51286_g1	1	0	1	0	1	0	0	0	36	23	0	2	71	25	6	2	
isogroup51287_g1	9	4	1	0	0	0	0	0	1	0	0	1	6	0	7	2	
isogroup51289_g1	4	2	0	3	1	12	0	0	1	3	0	4	11	5	16	2	
isogroup51290_g1	27	38	8	7	4	13	1	0	7	11	5	22	26	18	97	24	
isogroup51291_g1	48	102	33	26	14	41	1	0	15	19	3	0	99	45	261	51	
isogroup51293_g1	1384	1878	571	304	211	420	93	2	304	625	89	809	3207	1454	6938	2218	
isogroup51294_g1	21	19	7	3	8	12	4	0	3	10	3	13	19	17	110	24	
isogroup51295_g1	14	12	4	2	1	4	0	0	2	2	1	0	18	15	72	14	
isogroup51296_g1	1	2	1	0	1	2	0	0	2	1	3	1	5	0	11	1	
isogroup51298_g1	6	6	9	2	3	2	0	0	1	1	0	4	16	4	33	2	
isogroup51299_g1	4	2	0	1	2	6	1	0	4	2	3	0	8	1	23	5	
isogroup512_g1	1	2	1	1	0	0	0	0	0	0	0	0	3	2	9	1	
isogroup51300_g1	5	6	1	1	0	1	0	0	1	3	1	2	8	8	10	7	
isogroup51303_g1	6	18	7	2	6	3	0	0	3	15	1	10	15	4	202	23	
isogroup51304_g1	0	1	1	0	0	0	1	0	4	1	0	3	2	2	1	0	
isogroup51304_g2	0	0	18	10	0	3	1	0	9	4	1	2	0	0	1	0	
isogroup51305_g1	0	1	3	1	0	0	0	0	2	1	0	1	0	0	7	1	
isogroup51305_g2	0	1	1	0	0	0	0	0	0	0	1	0	2	0	3	0	
isogroup51306_g1	14	27	19	5	8	8	4	0	9	15	7	20	40	24	98	22	
isogroup51309_g1	159	206	71	54	44	154	12	1	32	65	24	130	184	110	1006	141	
isogroup51312_g1	0	2	0	0	0	4	0	0	0	2	1	1	1	0	3	2	
isogroup51315_g1	25	44	7	2	1	9	1	0	5	1	1	12	40	30	138	30	
isogroup51317_g1	26	28	4	13	7	18	1	0	9	8	2	14	39	24	130	21	
isogroup51318_g1	1	0	1	0	0	0	1	0	2	1	0	1	1	1	7	3	
isogroup51319_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup51320_g2	51	47	27	22	9	36	4	0	10	30	5	34	112	52	277	70	
isogroup51323_g1	10	18	7	6	5	6	0	0	3	3	1	8	34	27	167	36	
isogroup51325_g2	5	14	0	1	1	2	0	0	0	1	2	6	2	0	18	5	
isogroup51327_g2	21	50	3	5	1	12	1	0	10	30	3	30	39	30	175	33	
isogroup51330_g1	6	1	1	0	0	6	0	0	3	1	1	1	7	2	20	2	
isogroup51330_g3	13	17	3	1	3	10	2	0	8	14	3	5	18	12	36	11	
isogroup51331_g1	24	27	13	4	9	16	6	0	10	18	6	39	82	26	93	25	
isogroup51333_g1	11	26	9	5	5	17	1	0	18	20	4	22	30	10	76	13	
isogroup51335_g1	22	29	15	10	9	15	2	0	21	17	11	18	57	17	110	11	
isogroup51336_g1	37	46	13	5	4	17	3	0	18	13	4	22	47	27	114	45	
isogroup51340_g1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	3	1	
isogroup51342_g1	3	9	0	0	1	0	0	0	1	2	3	1	2	2	63	11	
isogroup51343_g1	1	5	16	8	2	4	1	0	2	0	0	3	1	0	11	2	
isogroup51345_g1	12	19	7	3	3	23	1	0	6	12	2	5	28	6	113	20	
isogroup51347_g1	27	28	12	5	2	27	1	0	16	16	1	7	25	9	50	14	
isogroup51348_g1	25	45	32	10	21	33	1	0	24	36	1	39	80	44	236	49	
isogroup51350_g1	5	14	6	6	0	4	1	0	1	3	1	8	11	12	66	10	
isogroup51351_g1	0	3	0	0	0	2	0	0	0	0	0	1	0	0	4	0	
isogroup51352_g1	19	26	6	4	2	13	0	0	9	6	2	20	51	21	109	28	
isogroup51353_g1	19	17	6	0	1	5	0	0	0	3	2	7	30	11	56	15	
isogroup51354_g1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	5	0	
isogroup51355_g1	17	29	12	10	7	14	5	0	5	16	10	26	29	12	147	38	
isogroup51357_g1	72	86	20	34	10	61	7	0	35	46	16	59	159	71	543	84	
isogroup51357_g2	71	118	35	44	11	30	5	0	29	55	19	82	186	86	446	67	
isogroup51361_g1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	5	0	
isogroup51363_g1	67	56	15	23	9	15	4	0	12	20	4	27	67	38	269	71	
isogroup51364_g1	138	218	167	94	37	168	14	0	77	103	24	113	404	229	1455	278	
isogroup51364_g3	1787	2834	1400	969	512	1792	193	2	635	1300	337	1758	3259	2410	6823	2226	
isogroup51366_g1	6	3	3	1	0	1	0	0	3	5	2	3	7	4	24	8	
isogroup51367_g1	7	5	0	0	0	0	1	0	0	2	0	0	2	0	17	0	
isogroup51367_g2	12	21	1	1	1	2	3	0	4	5	1	6	3	3	31	6	
isogroup51374_g1	2	7	3	2	2	3	0	0	2	2	0	3	50	11	73	12	
isogroup51376_g1	0	0	0	0	1	0	1	0	0	0	1	2	0	1	4	1	
isogroup51376_g2	10	14	0	0	0	0	0	0	0	0	3	12	0	0	3	0	
isogroup51378_g2	74	115	20	6	3	19	5	1	7	12	5	33	103	75	167	46	
isogroup51379_g1	13	9	2	0	0	0	1	0	1	0	0	1	5	3	25	2	
isogroup51379_g2	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	
isogroup51381_g1	46	67	29	23	18	70	10	0	43	53	14	73	74	24	311	58	
isogroup51382_g1	11	24	10	15	5	11	6	0	24	8	7	16	29	20	92	25	
isogroup51384_g1	0	0	1	1	0	0	0	0	0	0	16	71	1	2	102	42	
isogroup51384_g3	1	1	0	0	0	2	0	0	2	0	3	13	3	2	69	32	
isogroup51385_g1	27	25	11	4	1	7	4	0	17	20	6	17	21	10	159	35	
isogroup51386_g1	18	41	20	12	12	9	4	0	3	12	2	28	35	25	148	42	
isogroup51387_g1	20	25	13	8	10	8	0	0	7	6	1	2	43	18	42	7	
isogroup51388_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	
isogroup51390_g1	225	367	132	72	104	234	52	0	110	148	101	325	50	44	457	106	
isogroup51391_g1	58	105	18	5	5	10	1	0	3	7	0	11	6	3	144	54	
isogroup51392_g1	74	121	40	20	21	39	3	0	18	36	5	34	168	94	405	76	
isogroup51394_g1	0	3	0	4	3	4	2	0	3	2	2	2	4	5	12	5	
isogroup51395_g1	9	10	35	29	11	40	3	0	22	22	12	44	124	53	37	9	
isogroup51397_g1	16	21	4	1	4	5	1	0	10	5	4	10	20	3	71	13	
isogroup51397_g2	1	0	1	0	0	4	0	0	0	0	0	2	1	0	23	6	
isogroup51400_g1	1	2	0	0	1	6	0	0	1	0	0	1	0	0	3	0	
isogroup51404_g1	20	32	8	11	14	21	1	0	16	14	8	23	59	29	176	41	
isogroup51407_g2	21	25	1	1	1	6	0	0	2	5	0	5	8	7	42	9	
isogroup51408_g1	14	7	2	0	0	0	0	0	2	6	1	0	0	1	16	1	
isogroup51409_g6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	
isogroup51410_g1	1	1	1	0	0	2	0	0	0	0	0	0	0	2	17	1	
isogroup51411_g3	2	1	1	0	0	2	0	0	7	7	1	3	7	3	16	3	
isogroup51412_g1	14	15	1	2	4	7	0	0	1	2	0	1	13	6	59	21	
isogroup51412_g2	9	14	3	7	2	6	1	0	3	4	1	7	10	11	40	14	
isogroup51413_g1	7	10	36	9	19	10	3	0	53	23	11	20	65	10	62	7	
isogroup51414_g1	11	15	3	2	2	5	1	0	5	6	2	9	9	8	64	14	
isogroup51415_g1	56	66	5	6	6	12	0	1	12	12	1	42	56	61	100	38	
isogroup51417_g1	4	28	5	2	1	0	1	0	5	5	0	1	10	14	15	8	
isogroup51418_g1	12	17	4	3	3	4	0	0	1	7	1	2	27	11	81	9	
isogroup51420_g1	2	3	0	1	1	0	0	0	1	0	1	2	2	3	13	1	
isogroup51421_g1	18	21	2	1	2	6	5	0	3	6	11	38	15	6	46	11	
isogroup51422_g1	1	4	0	0	0	0	1	0	0	1	0	2	1	1	6	2	
isogroup51423_g2	13	11	3	0	1	4	2	1	7	0	1	10	4	2	16	5	
isogroup51426_g1	7	5	5	5	3	11	0	0	3	2	1	4	17	6	43	13	
isogroup51426_g2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup51427_g1	14	35	6	9	2	6	2	0	5	8	7	9	36	14	126	23	
isogroup51428_g1	7	14	0	2	0	4	0	0	1	0	3	4	12	9	15	3	
isogroup51429_g1	2	0	1	0	0	1	0	0	0	3	1	2	7	2	16	2	
isogroup51430_g1	42	102	24	13	9	35	6	0	11	12	3	28	119	37	239	62	
isogroup51432_g1	5	19	7	9	3	21	3	0	15	12	2	13	6	5	31	4	
isogroup51437_g1	39	62	22	8	12	40	4	0	19	18	5	39	109	51	334	85	
isogroup51440_g1	5	2	3	0	3	9	1	0	6	4	0	15	3	0	12	8	
isogroup51441_g1	19	36	33	37	9	29	18	0	34	24	25	66	39	7	109	22	
isogroup51442_g1	19	16	4	2	4	8	1	0	3	12	0	9	24	19	25	5	
isogroup51443_g1	4	5	2	8	1	1	1	0	0	5	0	2	12	9	92	25	
isogroup51443_g3	23	43	28	18	4	10	2	0	15	11	1	10	150	59	637	190	
isogroup51444_g1	68	101	55	37	11	49	23	0	47	49	23	106	222	98	488	99	
isogroup51445_g1	2	4	6	7	8	16	1	0	8	7	3	30	44	38	24	2	
isogroup51446_g1	75	95	30	20	13	45	6	0	13	31	6	67	125	105	249	84	
isogroup51447_g1	0	2	0	0	1	0	1	0	1	1	3	1	9	1	22	4	
isogroup51448_g1	148	204	43	32	36	68	12	0	39	65	13	95	262	124	446	107	
isogroup5144_g1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	3	0	
isogroup51450_g1	0	0	2	0	0	0	0	0	1	0	0	1	2	2	4	2	
isogroup51451_g1	14	23	16	2	6	17	3	0	0	7	2	19	20	3	80	16	
isogroup51452_g1	1	1	0	0	1	1	0	0	0	0	0	1	1	0	8	1	
isogroup51453_g1	2	7	10	4	3	3	1	0	5	6	1	6	13	4	29	5	
isogroup51456_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	
isogroup51461_g1	62	84	9	8	4	4	1	0	0	4	1	12	185	53	449	64	
isogroup51465_g1	6	17	19	13	2	1	0	0	7	20	3	15	218	59	302	59	
isogroup51469_g1	5	1	12	7	3	7	2	0	6	20	2	12	22	16	34	15	
isogroup51470_g1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	
isogroup51470_g2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	6	2	
isogroup51471_g1	42	30	27	11	9	20	1	0	7	14	2	28	55	29	83	9	
isogroup51475_g1	19	27	0	5	3	12	4	0	16	14	3	17	59	17	97	19	
isogroup51475_g2	2	2	0	2	0	2	0	0	1	3	0	10	2	4	23	3	
isogroup51478_g1	4	4	0	0	1	9	0	0	2	3	4	6	29	17	235	41	
isogroup51479_g1	23	21	1	1	0	3	1	0	3	5	1	7	24	5	54	6	
isogroup51482_g1	5	9	1	1	0	0	0	1	3	2	0	3	13	0	26	6	
isogroup51483_g1	1	1	0	0	0	0	1	0	0	0	0	3	0	1	6	1	
isogroup51484_g1	9	10	2	4	1	4	0	0	1	3	0	7	13	6	43	6	
isogroup51488_g1	1	5	1	3	1	4	1	0	3	3	0	0	12	3	28	5	
isogroup51489_g2	37	36	4	5	5	15	3	0	5	5	1	17	62	23	215	48	
isogroup51490_g1	11	22	0	0	0	0	0	0	0	1	0	1	15	18	34	11	
isogroup51493_g1	3	0	0	0	1	1	0	0	1	0	0	5	4	1	5	1	
isogroup51494_g1	0	3	0	0	1	0	0	0	0	0	1	3	0	1	5	2	
isogroup51495_g1	38	42	20	19	5	20	2	0	7	18	4	22	66	30	182	34	
isogroup51496_g1	15	27	4	1	0	8	5	0	5	5	2	4	51	15	73	21	
isogroup51497_g1	11	7	4	0	2	3	1	0	0	1	2	6	8	6	16	3	
isogroup5149_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup51501_g1	27	32	13	12	4	19	0	0	2	7	3	19	29	15	128	57	
isogroup51502_g1	26	39	12	12	3	14	2	0	7	12	2	24	40	17	70	11	
isogroup51503_g1	0	0	0	0	0	2	0	0	0	2	0	0	0	1	6	0	
isogroup51506_g1	3	4	1	1	0	1	0	0	2	3	0	2	10	7	45	5	
isogroup51507_g1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	
isogroup51509_g4	0	1	1	0	0	0	0	0	0	2	0	1	3	0	5	1	
isogroup51513_g1	46	79	21	7	8	32	5	0	22	36	6	46	78	55	267	67	
isogroup51514_g4	9	27	4	5	3	24	3	2	7	3	4	18	19	4	56	14	
isogroup51515_g1	136	194	42	36	27	79	9	0	28	54	12	80	224	91	546	123	
isogroup51517_g1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	2	0	
isogroup51518_g1	25	18	1	0	0	5	1	0	2	5	3	13	41	25	112	36	
isogroup51522_g1	70	51	24	35	12	38	12	1	49	33	15	72	118	57	364	73	
isogroup51523_g1	471	879	219	152	88	267	31	1	122	223	61	247	947	583	2398	540	
isogroup51525_g1	3	9	1	0	0	0	0	0	2	2	0	6	4	3	21	9	
isogroup51527_g1	1	0	2	0	0	0	0	0	0	0	0	1	2	0	3	0	
isogroup51529_g1	3	8	2	2	0	1	0	0	0	4	1	9	6	3	34	8	
isogroup51529_g2	15	19	12	6	2	8	0	0	8	13	2	6	20	10	68	15	
isogroup51529_g3	24	22	4	4	1	4	0	0	2	7	0	13	25	17	64	27	
isogroup51530_g1	50	49	34	35	16	21	6	0	27	23	13	39	126	50	316	54	
isogroup51531_g1	99	129	40	47	21	113	10	1	49	78	18	161	249	120	819	184	
isogroup51532_g1	16	17	5	0	6	21	1	0	5	23	2	7	17	24	78	21	
isogroup51533_g1	40	41	15	19	8	24	8	0	16	26	5	26	98	50	389	78	
isogroup51534_g1	32	44	30	16	9	13	5	0	35	22	12	44	137	60	206	36	
isogroup51536_g1	1	2	0	0	1	4	1	0	1	1	0	2	3	0	23	6	
isogroup51536_g2	19	22	2	1	1	4	0	0	4	10	1	9	34	17	108	19	
isogroup51537_g1	3	5	8	0	0	3	1	0	8	1	3	7	15	3	29	5	
isogroup51538_g1	5	8	6	2	1	14	1	0	3	6	2	13	19	6	82	12	
isogroup51539_g1	15	18	6	3	7	12	3	0	3	4	1	8	41	10	118	28	
isogroup51540_g1	9	12	19	15	10	16	1	0	6	10	4	16	15	6	92	18	
isogroup51541_g1	179	249	74	52	28	100	9	0	49	80	19	121	311	194	642	169	
isogroup51544_g1	8	13	7	3	1	7	0	0	7	4	1	14	27	14	130	17	
isogroup51545_g1	75	72	60	27	19	38	3	0	40	44	9	39	310	99	158	39	
isogroup51546_g1	28	35	28	12	8	55	7	0	17	21	8	40	30	14	142	37	
isogroup51548_g1	0	1	1	1	0	0	0	0	1	0	1	0	0	1	13	4	
isogroup51548_g2	9	16	2	4	2	3	1	1	6	13	1	1	17	7	66	14	
isogroup51551_g1	15	24	10	5	9	16	5	0	4	19	4	14	51	39	109	23	
isogroup51554_g1	33	56	20	14	5	24	3	0	12	20	4	25	65	28	219	51	
isogroup51555_g1	31	49	27	2	2	15	1	0	0	0	2	5	57	27	225	52	
isogroup51556_g1	28	49	18	11	8	28	1	1	21	17	10	27	97	21	244	34	
isogroup51558_g1	7	3	6	3	2	3	2	0	3	2	7	5	5	4	19	2	
isogroup5155_g1	12	22	5	0	4	7	3	0	3	9	2	9	34	7	113	11	
isogroup51560_g1	0	0	0	1	0	2	0	0	0	0	1	3	3	0	4	0	
isogroup51560_g2	1	3	1	2	3	6	3	0	2	2	8	22	5	2	11	7	
isogroup51561_g1	0	0	1	0	2	0	1	0	1	2	0	1	10	9	4	3	
isogroup51563_g1	79	117	67	43	19	53	13	0	23	24	8	94	197	120	445	80	
